Date,Open,High,Low,Close,Adj Close,Volume
1991-10-18,10.61,10.61,10.61,10.61,4.84,0
1991-10-21,10.54,10.54,10.54,10.54,4.81,0
1991-10-22,10.50,10.50,10.50,10.50,4.79,0
1991-10-23,10.49,10.49,10.49,10.49,4.79,0
1991-10-24,10.41,10.41,10.41,10.41,4.75,0
1991-10-25,10.38,10.38,10.38,10.38,4.74,0
1991-10-28,10.51,10.51,10.51,10.51,4.80,0
1991-10-29,10.58,10.58,10.58,10.58,4.83,0
1991-10-30,10.63,10.63,10.63,10.63,4.85,0
1991-10-31,10.63,10.63,10.63,10.63,4.85,0
1991-11-01,10.60,10.60,10.60,10.60,4.84,0
1991-11-04,10.57,10.57,10.57,10.57,4.83,0
1991-11-05,10.54,10.54,10.54,10.54,4.81,0
1991-11-06,10.58,10.58,10.58,10.58,4.83,0
1991-11-07,10.68,10.68,10.68,10.68,4.88,0
1991-11-08,10.68,10.68,10.68,10.68,4.88,0
1991-11-11,10.69,10.69,10.69,10.69,4.88,0
1991-11-12,10.79,10.79,10.79,10.79,4.93,0
1991-11-13,10.81,10.81,10.81,10.81,4.94,0
1991-11-14,10.80,10.80,10.80,10.80,4.93,0
1991-11-15,10.42,10.42,10.42,10.42,4.76,0
1991-11-18,10.47,10.47,10.47,10.47,4.78,0
1991-11-19,10.32,10.32,10.32,10.32,4.71,0
1991-11-20,10.30,10.30,10.30,10.30,4.70,0
1991-11-21,10.35,10.35,10.35,10.35,4.73,0
1991-11-22,10.25,10.25,10.25,10.25,4.68,0
1991-11-25,10.23,10.23,10.23,10.23,4.67,0
1991-11-26,10.28,10.28,10.28,10.28,4.69,0
1991-11-27,10.26,10.26,10.26,10.26,4.68,0
1991-11-29,10.24,10.24,10.24,10.24,4.68,0
1991-12-02,10.40,10.40,10.40,10.40,4.75,0
1991-12-03,10.40,10.40,10.40,10.40,4.75,0
1991-12-04,10.39,10.39,10.39,10.39,4.74,0
1991-12-05,10.33,10.33,10.33,10.33,4.72,0
1991-12-06,10.38,10.38,10.38,10.38,4.74,0
1991-12-09,10.36,10.36,10.36,10.36,4.73,0
1991-12-10,10.35,10.35,10.35,10.35,4.73,0
1991-12-11,10.33,10.33,10.33,10.33,4.72,0
1991-12-12,10.43,10.43,10.43,10.43,4.76,0
1991-12-13,10.51,10.51,10.51,10.51,4.80,0
1991-12-16,10.52,10.52,10.52,10.52,4.80,0
1991-12-17,10.48,10.48,10.48,10.48,4.79,0
1991-12-18,10.49,10.49,10.49,10.49,4.79,0
1991-12-19,10.30,10.30,10.30,10.30,4.77,0
1991-12-20,10.41,10.41,10.41,10.41,4.82,0
1991-12-23,10.66,10.66,10.66,10.66,4.94,0
1991-12-24,10.66,10.66,10.66,10.66,4.94,0
1991-12-26,10.91,10.91,10.91,10.91,5.05,0
1991-12-27,10.97,10.97,10.97,10.97,5.08,0
1991-12-30,11.19,11.19,11.19,11.19,5.18,0
1991-12-31,11.26,11.26,11.26,11.26,5.22,0
1992-01-02,11.26,11.26,11.26,11.26,5.22,0
1992-01-03,11.31,11.31,11.31,11.31,5.24,0
1992-01-06,11.29,11.29,11.29,11.29,5.23,0
1992-01-07,11.29,11.29,11.29,11.29,5.23,0
1992-01-08,11.33,11.33,11.33,11.33,5.25,0
1992-01-09,11.34,11.34,11.34,11.34,5.25,0
1992-01-10,11.27,11.27,11.27,11.27,5.22,0
1992-01-13,11.25,11.25,11.25,11.25,5.21,0
1992-01-14,11.40,11.40,11.40,11.40,5.28,0
1992-01-15,11.43,11.43,11.43,11.43,5.30,0
1992-01-16,11.35,11.35,11.35,11.35,5.26,0
1992-01-17,11.36,11.36,11.36,11.36,5.26,0
1992-01-20,11.28,11.28,11.28,11.28,5.23,0
1992-01-21,11.16,11.16,11.16,11.16,5.17,0
1992-01-22,11.31,11.31,11.31,11.31,5.24,0
1992-01-23,11.25,11.25,11.25,11.25,5.21,0
1992-01-24,11.25,11.25,11.25,11.25,5.21,0
1992-01-27,11.25,11.25,11.25,11.25,5.21,0
1992-01-28,11.25,11.25,11.25,11.25,5.21,0
1992-01-29,11.14,11.14,11.14,11.14,5.16,0
1992-01-30,11.18,11.18,11.18,11.18,5.18,0
1992-01-31,11.12,11.12,11.12,11.12,5.15,0
1992-02-03,11.15,11.15,11.15,11.15,5.17,0
1992-02-04,11.27,11.27,11.27,11.27,5.22,0
1992-02-05,11.29,11.29,11.29,11.29,5.23,0
1992-02-06,11.29,11.29,11.29,11.29,5.23,0
1992-02-07,11.22,11.22,11.22,11.22,5.20,0
1992-02-10,11.28,11.28,11.28,11.28,5.23,0
1992-02-11,11.28,11.28,11.28,11.28,5.23,0
1992-02-12,11.38,11.38,11.38,11.38,5.27,0
1992-02-13,11.29,11.29,11.29,11.29,5.23,0
1992-02-14,11.26,11.26,11.26,11.26,5.22,0
1992-02-18,11.13,11.13,11.13,11.13,5.16,0
1992-02-19,11.13,11.13,11.13,11.13,5.16,0
1992-02-20,11.13,11.13,11.13,11.13,5.16,0
1992-02-21,11.22,11.22,11.22,11.22,5.20,0
1992-02-24,11.22,11.22,11.22,11.22,5.20,0
1992-02-25,11.18,11.18,11.18,11.18,5.18,0
1992-02-26,11.32,11.32,11.32,11.32,5.24,0
1992-02-27,11.29,11.29,11.29,11.29,5.23,0
1992-02-28,11.26,11.26,11.26,11.26,5.22,0
1992-03-02,11.26,11.26,11.26,11.26,5.22,0
1992-03-03,11.27,11.27,11.27,11.27,5.22,0
1992-03-04,11.18,11.18,11.18,11.18,5.18,0
1992-03-05,11.09,11.09,11.09,11.09,5.14,0
1992-03-06,11.03,11.03,11.03,11.03,5.11,0
1992-03-09,11.06,11.06,11.06,11.06,5.12,0
1992-03-10,11.12,11.12,11.12,11.12,5.15,0
1992-03-11,11.04,11.04,11.04,11.04,5.11,0
1992-03-12,11.03,11.03,11.03,11.03,5.11,0
1992-03-13,11.08,11.08,11.08,11.08,5.13,0
1992-03-16,11.09,11.09,11.09,11.09,5.14,0
1992-03-17,11.18,11.18,11.18,11.18,5.18,0
1992-03-18,11.17,11.17,11.17,11.17,5.17,0
1992-03-19,11.19,11.19,11.19,11.19,5.18,0
1992-03-20,11.22,11.22,11.22,11.22,5.20,0
1992-03-23,11.19,11.19,11.19,11.19,5.18,0
1992-03-24,11.16,11.16,11.16,11.16,5.17,0
1992-03-25,11.14,11.14,11.14,11.14,5.16,0
1992-03-26,11.14,11.14,11.14,11.14,5.16,0
1992-03-27,11.02,11.02,11.02,11.02,5.11,0
1992-03-30,11.00,11.00,11.00,11.00,5.10,0
1992-03-31,11.01,11.01,11.01,11.01,5.10,0
1992-04-01,11.03,11.03,11.03,11.03,5.11,0
1992-04-02,10.92,10.92,10.92,10.92,5.06,0
1992-04-03,10.93,10.93,10.93,10.93,5.06,0
1992-04-06,11.04,11.04,11.04,11.04,5.11,0
1992-04-07,10.84,10.84,10.84,10.84,5.02,0
1992-04-08,10.73,10.73,10.73,10.73,4.97,0
1992-04-09,10.90,10.90,10.90,10.90,5.05,0
1992-04-10,10.99,10.99,10.99,10.99,5.09,0
1992-04-13,11.04,11.04,11.04,11.04,5.11,0
1992-04-14,11.21,11.21,11.21,11.21,5.19,0
1992-04-15,11.31,11.31,11.31,11.31,5.24,0
1992-04-16,11.28,11.28,11.28,11.28,5.23,0
1992-04-20,11.11,11.11,11.11,11.11,5.15,0
1992-04-21,11.10,11.10,11.10,11.10,5.14,0
1992-04-22,11.10,11.10,11.10,11.10,5.14,0
1992-04-23,11.13,11.13,11.13,11.13,5.16,0
1992-04-24,11.07,11.07,11.07,11.07,5.13,0
1992-04-27,11.06,11.06,11.06,11.06,5.12,0
1992-04-28,11.05,11.05,11.05,11.05,5.12,0
1992-04-29,11.15,11.15,11.15,11.15,5.17,0
1992-04-30,11.24,11.24,11.24,11.24,5.21,0
1992-05-01,11.18,11.18,11.18,11.18,5.18,0
1992-05-04,11.30,11.30,11.30,11.30,5.23,0
1992-05-05,11.31,11.31,11.31,11.31,5.24,0
1992-05-06,11.32,11.32,11.32,11.32,5.24,0
1992-05-07,11.30,11.30,11.30,11.30,5.23,0
1992-05-08,11.30,11.30,11.30,11.30,5.23,0
1992-05-11,11.36,11.36,11.36,11.36,5.26,0
1992-05-12,11.30,11.30,11.30,11.30,5.23,0
1992-05-13,11.30,11.30,11.30,11.30,5.23,0
1992-05-14,11.21,11.21,11.21,11.21,5.19,0
1992-05-15,11.14,11.14,11.14,11.14,5.16,0
1992-05-18,11.21,11.21,11.21,11.21,5.19,0
1992-05-19,11.30,11.30,11.30,11.30,5.23,0
1992-05-20,11.29,11.29,11.29,11.29,5.23,0
1992-05-21,11.22,11.22,11.22,11.22,5.20,0
1992-05-22,11.25,11.25,11.25,11.25,5.21,0
1992-05-26,11.17,11.17,11.17,11.17,5.17,0
1992-05-27,11.20,11.20,11.20,11.20,5.19,0
1992-05-28,11.30,11.30,11.30,11.30,5.23,0
1992-05-29,11.30,11.30,11.30,11.30,5.23,0
1992-06-01,11.35,11.35,11.35,11.35,5.26,0
1992-06-02,11.27,11.27,11.27,11.27,5.22,0
1992-06-03,11.29,11.29,11.29,11.29,5.23,0
1992-06-04,11.25,11.25,11.25,11.25,5.21,0
1992-06-05,11.25,11.25,11.25,11.25,5.21,0
1992-06-08,11.23,11.23,11.23,11.23,5.20,0
1992-06-09,11.14,11.14,11.14,11.14,5.16,0
1992-06-10,11.06,11.06,11.06,11.06,5.12,0
1992-06-11,11.10,11.10,11.10,11.10,5.14,0
1992-06-12,11.12,11.12,11.12,11.12,5.15,0
1992-06-15,11.13,11.13,11.13,11.13,5.16,0
1992-06-16,11.08,11.08,11.08,11.08,5.13,0
1992-06-17,10.92,10.92,10.92,10.92,5.06,0
1992-06-18,10.88,10.88,10.88,10.88,5.04,0
1992-06-19,10.95,10.95,10.95,10.95,5.07,0
1992-06-22,10.93,10.93,10.93,10.93,5.06,0
1992-06-23,10.96,10.96,10.96,10.96,5.08,0
1992-06-24,10.95,10.95,10.95,10.95,5.07,0
1992-06-25,10.81,10.81,10.81,10.81,5.06,0
1992-06-26,10.81,10.81,10.81,10.81,5.06,0
1992-06-29,10.97,10.97,10.97,10.97,5.14,0
1992-06-30,10.97,10.97,10.97,10.97,5.14,0
1992-07-01,11.10,11.10,11.10,11.10,5.20,0
1992-07-02,11.07,11.07,11.07,11.07,5.19,0
1992-07-06,11.12,11.12,11.12,11.12,5.21,0
1992-07-07,11.00,11.00,11.00,11.00,5.15,0
1992-07-08,11.02,11.02,11.02,11.02,5.16,0
1992-07-09,11.13,11.13,11.13,11.13,5.21,0
1992-07-10,11.15,11.15,11.15,11.15,5.22,0
1992-07-13,11.17,11.17,11.17,11.17,5.23,0
1992-07-14,11.24,11.24,11.24,11.24,5.26,0
1992-07-15,11.22,11.22,11.22,11.22,5.26,0
1992-07-16,11.23,11.23,11.23,11.23,5.26,0
1992-07-17,11.18,11.18,11.18,11.18,5.24,0
1992-07-20,11.13,11.13,11.13,11.13,5.21,0
1992-07-21,11.14,11.14,11.14,11.14,5.22,0
1992-07-22,11.07,11.07,11.07,11.07,5.19,0
1992-07-23,11.10,11.10,11.10,11.10,5.20,0
1992-07-24,11.09,11.09,11.09,11.09,5.19,0
1992-07-27,11.09,11.09,11.09,11.09,5.19,0
1992-07-28,11.25,11.25,11.25,11.25,5.27,0
1992-07-29,11.37,11.37,11.37,11.37,5.33,0
1992-07-30,11.41,11.41,11.41,11.41,5.34,0
1992-07-31,11.43,11.43,11.43,11.43,5.35,0
1992-08-03,11.46,11.46,11.46,11.46,5.37,0
1992-08-04,11.44,11.44,11.44,11.44,5.36,0
1992-08-05,11.38,11.38,11.38,11.38,5.33,0
1992-08-06,11.35,11.35,11.35,11.35,5.32,0
1992-08-07,11.31,11.31,11.31,11.31,5.30,0
1992-08-10,11.32,11.32,11.32,11.32,5.30,0
1992-08-11,11.31,11.31,11.31,11.31,5.30,0
1992-08-12,11.28,11.28,11.28,11.28,5.28,0
1992-08-13,11.28,11.28,11.28,11.28,5.28,0
1992-08-14,11.34,11.34,11.34,11.34,5.31,0
1992-08-17,11.36,11.36,11.36,11.36,5.32,0
1992-08-18,11.37,11.37,11.37,11.37,5.33,0
1992-08-19,11.30,11.30,11.30,11.30,5.29,0
1992-08-20,11.30,11.30,11.30,11.30,5.29,0
1992-08-21,11.21,11.21,11.21,11.21,5.25,0
1992-08-24,11.09,11.09,11.09,11.09,5.19,0
1992-08-25,11.10,11.10,11.10,11.10,5.20,0
1992-08-26,11.16,11.16,11.16,11.16,5.23,0
1992-08-27,11.18,11.18,11.18,11.18,5.24,0
1992-08-28,11.20,11.20,11.20,11.20,5.25,0
1992-08-31,11.19,11.19,11.19,11.19,5.24,0
1992-09-01,11.24,11.24,11.24,11.24,5.26,0
1992-09-02,11.30,11.30,11.30,11.30,5.29,0
1992-09-03,11.31,11.31,11.31,11.31,5.30,0
1992-09-04,11.29,11.29,11.29,11.29,5.29,0
1992-09-08,11.22,11.22,11.22,11.22,5.26,0
1992-09-09,11.27,11.27,11.27,11.27,5.28,0
1992-09-10,11.37,11.37,11.37,11.37,5.33,0
1992-09-11,11.38,11.38,11.38,11.38,5.33,0
1992-09-14,11.53,11.53,11.53,11.53,5.40,0
1992-09-15,11.40,11.40,11.40,11.40,5.34,0
1992-09-16,11.40,11.40,11.40,11.40,5.34,0
1992-09-17,11.40,11.40,11.40,11.40,5.34,0
1992-09-18,11.46,11.46,11.46,11.46,5.37,0
1992-09-21,11.45,11.45,11.45,11.45,5.36,0
1992-09-22,11.32,11.32,11.32,11.32,5.30,0
1992-09-23,11.32,11.32,11.32,11.32,5.30,0
1992-09-24,11.36,11.36,11.36,11.36,5.32,0
1992-09-25,11.24,11.24,11.24,11.24,5.26,0
1992-09-28,11.29,11.29,11.29,11.29,5.29,0
1992-09-29,11.30,11.30,11.30,11.30,5.29,0
1992-09-30,11.33,11.33,11.33,11.33,5.31,0
1992-10-01,11.29,11.29,11.29,11.29,5.29,0
1992-10-02,11.14,11.14,11.14,11.14,5.22,0
1992-10-05,11.07,11.07,11.07,11.07,5.19,0
1992-10-06,11.08,11.08,11.08,11.08,5.19,0
1992-10-07,11.01,11.01,11.01,11.01,5.16,0
1992-10-08,11.11,11.11,11.11,11.11,5.20,0
1992-10-09,10.98,10.98,10.98,10.98,5.14,0
1992-10-12,11.09,11.09,11.09,11.09,5.19,0
1992-10-13,11.15,11.15,11.15,11.15,5.22,0
1992-10-14,11.15,11.15,11.15,11.15,5.22,0
1992-10-15,11.16,11.16,11.16,11.16,5.23,0
1992-10-16,11.21,11.21,11.21,11.21,5.25,0
1992-10-19,11.31,11.31,11.31,11.31,5.30,0
1992-10-20,11.33,11.33,11.33,11.33,5.31,0
1992-10-21,11.34,11.34,11.34,11.34,5.31,0
1992-10-22,11.32,11.32,11.32,11.32,5.30,0
1992-10-23,11.30,11.30,11.30,11.30,5.29,0
1992-10-26,11.40,11.40,11.40,11.40,5.34,0
1992-10-27,11.41,11.41,11.41,11.41,5.34,0
1992-10-28,11.46,11.46,11.46,11.46,5.37,0
1992-10-29,11.49,11.49,11.49,11.49,5.38,0
1992-10-30,11.45,11.45,11.45,11.45,5.36,0
1992-11-02,11.55,11.55,11.55,11.55,5.41,0
1992-11-03,11.48,11.48,11.48,11.48,5.38,0
1992-11-04,11.43,11.43,11.43,11.43,5.35,0
1992-11-05,11.48,11.48,11.48,11.48,5.38,0
1992-11-06,11.48,11.48,11.48,11.48,5.38,0
1992-11-09,11.51,11.51,11.51,11.51,5.39,0
1992-11-10,11.53,11.53,11.53,11.53,5.40,0
1992-11-11,11.63,11.63,11.63,11.63,5.45,0
1992-11-12,11.64,11.64,11.64,11.64,5.45,0
1992-11-13,11.63,11.63,11.63,11.63,5.45,0
1992-11-16,11.59,11.59,11.59,11.59,5.43,0
1992-11-17,11.55,11.55,11.55,11.55,5.41,0
1992-11-18,11.65,11.65,11.65,11.65,5.46,0
1992-11-19,11.67,11.67,11.67,11.67,5.47,0
1992-11-20,11.75,11.75,11.75,11.75,5.50,0
1992-11-23,11.71,11.71,11.71,11.71,5.49,0
1992-11-24,11.79,11.79,11.79,11.79,5.52,0
1992-11-25,11.84,11.84,11.84,11.84,5.55,0
1992-11-27,11.87,11.87,11.87,11.87,5.56,0
1992-11-30,11.90,11.90,11.90,11.90,5.57,0
1992-12-01,11.89,11.89,11.89,11.89,5.57,0
1992-12-02,11.87,11.87,11.87,11.87,5.56,0
1992-12-03,11.87,11.87,11.87,11.87,5.56,0
1992-12-04,11.93,11.93,11.93,11.93,5.59,0
1992-12-07,12.01,12.01,12.01,12.01,5.63,0
1992-12-08,12.05,12.05,12.05,12.05,5.64,0
1992-12-09,12.02,12.02,12.02,12.02,5.63,0
1992-12-10,11.99,11.99,11.99,11.99,5.62,0
1992-12-11,11.97,11.97,11.97,11.97,5.61,0
1992-12-14,11.95,11.95,11.95,11.95,5.60,0
1992-12-15,11.93,11.93,11.93,11.93,5.59,0
1992-12-16,11.90,11.90,11.90,11.90,5.57,0
1992-12-17,12.00,12.00,12.00,12.00,5.62,0
1992-12-18,12.15,12.15,12.15,12.15,5.69,0
1992-12-21,12.13,12.13,12.13,12.13,5.68,0
1992-12-22,12.13,12.13,12.13,12.13,5.68,0
1992-12-23,12.11,12.11,12.11,12.11,5.67,0
1992-12-24,12.13,12.13,12.13,12.13,5.68,0
1992-12-28,12.00,12.00,12.00,12.00,5.68,0
1992-12-29,11.99,11.99,11.99,11.99,5.68,0
1992-12-30,12.01,12.01,12.01,12.01,5.68,0
1992-12-31,11.96,11.96,11.96,11.96,5.66,0
1993-01-04,11.94,11.94,11.94,11.94,5.65,0
1993-01-05,11.91,11.91,11.91,11.91,5.64,0
1993-01-06,11.92,11.92,11.92,11.92,5.64,0
1993-01-07,11.82,11.82,11.82,11.82,5.59,0
1993-01-08,11.78,11.78,11.78,11.78,5.58,0
1993-01-11,11.83,11.83,11.83,11.83,5.60,0
1993-01-12,11.83,11.83,11.83,11.83,5.60,0
1993-01-13,11.89,11.89,11.89,11.89,5.63,0
1993-01-14,11.98,11.98,11.98,11.98,5.67,0
1993-01-15,12.02,12.02,12.02,12.02,5.69,0
1993-01-18,12.02,12.02,12.02,12.02,5.69,0
1993-01-19,11.98,11.98,11.98,11.98,5.67,0
1993-01-20,11.94,11.94,11.94,11.94,5.65,0
1993-01-21,12.00,12.00,12.00,12.00,5.68,0
1993-01-22,12.02,12.02,12.02,12.02,5.69,0
1993-01-25,12.12,12.12,12.12,12.12,5.74,0
1993-01-26,12.11,12.11,12.11,12.11,5.73,0
1993-01-27,12.05,12.05,12.05,12.05,5.70,0
1993-01-28,12.06,12.06,12.06,12.06,5.71,0
1993-01-29,12.06,12.06,12.06,12.06,5.71,0
1993-02-01,12.17,12.17,12.17,12.17,5.76,0
1993-02-02,12.19,12.19,12.19,12.19,5.77,0
1993-02-03,12.30,12.30,12.30,12.30,5.82,0
1993-02-04,12.38,12.38,12.38,12.38,5.86,0
1993-02-05,12.35,12.35,12.35,12.35,5.85,0
1993-02-08,12.32,12.32,12.32,12.32,5.83,0
1993-02-09,12.24,12.24,12.24,12.24,5.79,0
1993-02-10,12.27,12.27,12.27,12.27,5.81,0
1993-02-11,12.30,12.30,12.30,12.30,5.82,0
1993-02-12,12.22,12.22,12.22,12.22,5.78,0
1993-02-16,11.91,11.91,11.91,11.91,5.64,0
1993-02-17,11.87,11.87,11.87,11.87,5.62,0
1993-02-18,11.84,11.84,11.84,11.84,5.60,0
1993-02-19,11.89,11.89,11.89,11.89,5.63,0
1993-02-22,11.89,11.89,11.89,11.89,5.63,0
1993-02-23,11.88,11.88,11.88,11.88,5.62,0
