Date,Open,High,Low,Close,Adj Close,Volume
1996-09-30,6.74,6.74,6.74,6.74,1.91,0
1996-10-01,6.78,6.78,6.78,6.78,1.92,0
1996-10-02,6.79,6.79,6.79,6.79,1.93,0
1996-10-03,6.79,6.79,6.79,6.79,1.93,0
1996-10-04,6.84,6.84,6.84,6.84,1.94,0
1996-10-07,6.83,6.83,6.83,6.83,1.94,0
1996-10-08,6.83,6.83,6.83,6.83,1.94,0
1996-10-09,6.82,6.82,6.82,6.82,1.94,0
1996-10-10,6.79,6.79,6.79,6.79,1.93,0
1996-10-11,6.81,6.81,6.81,6.81,1.93,0
1996-10-14,6.82,6.82,6.82,6.82,1.94,0
1996-10-15,6.82,6.82,6.82,6.82,1.94,0
1996-10-16,6.81,6.81,6.81,6.81,1.93,0
1996-10-17,6.84,6.84,6.84,6.84,1.94,0
1996-10-18,6.85,6.85,6.85,6.85,1.94,0
1996-10-21,6.85,6.85,6.85,6.85,1.94,0
1996-10-22,6.83,6.83,6.83,6.83,1.94,0
1996-10-23,6.82,6.82,6.82,6.82,1.94,0
1996-10-24,6.82,6.82,6.82,6.82,1.94,0
1996-10-25,6.83,6.83,6.83,6.83,1.94,0
1996-10-28,6.83,6.83,6.83,6.83,1.94,0
1996-10-29,6.89,6.89,6.89,6.89,1.96,0
1996-10-30,6.89,6.89,6.89,6.89,1.96,0
1996-10-31,6.87,6.87,6.87,6.87,1.96,0
1996-11-01,6.86,6.86,6.86,6.86,1.96,0
1996-11-04,6.87,6.87,6.87,6.87,1.96,0
1996-11-05,6.90,6.90,6.90,6.90,1.97,0
1996-11-06,6.90,6.90,6.90,6.90,1.97,0
1996-11-07,6.92,6.92,6.92,6.92,1.98,0
1996-11-08,6.92,6.92,6.92,6.92,1.98,0
1996-11-11,6.92,6.92,6.92,6.92,1.98,0
1996-11-12,6.95,6.95,6.95,6.95,1.98,0
1996-11-13,6.95,6.95,6.95,6.95,1.98,0
1996-11-14,6.97,6.97,6.97,6.97,1.99,0
1996-11-15,6.97,6.97,6.97,6.97,1.99,0
1996-11-18,6.97,6.97,6.97,6.97,1.99,0
1996-11-19,6.98,6.98,6.98,6.98,1.99,0
1996-11-20,6.99,6.99,6.99,6.99,2.00,0
1996-11-21,7.00,7.00,7.00,7.00,2.00,0
1996-11-22,6.99,6.99,6.99,6.99,2.00,0
1996-11-25,7.00,7.00,7.00,7.00,2.00,0
1996-11-26,7.00,7.00,7.00,7.00,2.00,0
1996-11-27,6.99,6.99,6.99,6.99,2.00,0
1996-11-29,6.98,6.98,6.98,6.98,2.01,0
1996-12-02,6.98,6.98,6.98,6.98,2.01,0
1996-12-03,7.00,7.00,7.00,7.00,2.01,0
1996-12-04,6.97,6.97,6.97,6.97,2.00,0
1996-12-05,6.93,6.93,6.93,6.93,1.99,0
1996-12-06,6.93,6.93,6.93,6.93,1.99,0
1996-12-09,6.95,6.95,6.95,6.95,2.00,0
1996-12-10,6.95,6.95,6.95,6.95,2.00,0
1996-12-11,6.90,6.90,6.90,6.90,1.98,0
1996-12-12,6.88,6.88,6.88,6.88,1.98,0
1996-12-13,6.91,6.91,6.91,6.91,1.98,0
1996-12-16,6.90,6.90,6.90,6.90,1.98,0
1996-12-17,6.88,6.88,6.88,6.88,1.98,0
1996-12-18,6.87,6.87,6.87,6.87,1.97,0
1996-12-19,6.91,6.91,6.91,6.91,1.98,0
1996-12-20,6.92,6.92,6.92,6.92,1.99,0
1996-12-23,6.92,6.92,6.92,6.92,1.99,0
1996-12-24,6.92,6.92,6.92,6.92,1.99,0
1996-12-26,6.93,6.93,6.93,6.93,1.99,0
1996-12-27,6.94,6.94,6.94,6.94,1.99,0
1996-12-30,6.95,6.95,6.95,6.95,2.00,0
1996-12-31,6.88,6.88,6.88,6.88,1.99,0
1997-01-02,6.83,6.83,6.83,6.83,1.97,0
1997-01-03,6.84,6.84,6.84,6.84,1.98,0
1997-01-06,6.83,6.83,6.83,6.83,1.97,0
1997-01-07,6.82,6.82,6.82,6.82,1.97,0
1997-01-08,6.83,6.83,6.83,6.83,1.97,0
1997-01-09,6.85,6.85,6.85,6.85,1.98,0
1997-01-10,6.80,6.80,6.80,6.80,1.96,0
1997-01-13,6.81,6.81,6.81,6.81,1.97,0
1997-01-14,6.85,6.85,6.85,6.85,1.98,0
1997-01-15,6.85,6.85,6.85,6.85,1.98,0
1997-01-16,6.84,6.84,6.84,6.84,1.98,0
1997-01-17,6.85,6.85,6.85,6.85,1.98,0
1997-01-20,6.85,6.85,6.85,6.85,1.98,0
1997-01-21,6.87,6.87,6.87,6.87,1.99,0
1997-01-22,6.87,6.87,6.87,6.87,1.99,0
1997-01-23,6.86,6.86,6.86,6.86,1.98,0
1997-01-24,6.84,6.84,6.84,6.84,1.98,0
1997-01-27,6.83,6.83,6.83,6.83,1.97,0
1997-01-28,6.86,6.86,6.86,6.86,1.98,0
1997-01-29,6.85,6.85,6.85,6.85,1.98,0
1997-01-30,6.86,6.86,6.86,6.86,1.98,0
1997-01-31,6.87,6.87,6.87,6.87,2.00,0
1997-02-03,6.89,6.89,6.89,6.89,2.00,0
1997-02-04,6.90,6.90,6.90,6.90,2.01,0
1997-02-05,6.90,6.90,6.90,6.90,2.01,0
1997-02-06,6.88,6.88,6.88,6.88,2.00,0
1997-02-07,6.91,6.91,6.91,6.91,2.01,0
1997-02-10,6.91,6.91,6.91,6.91,2.01,0
1997-02-11,6.92,6.92,6.92,6.92,2.01,0
1997-02-12,6.91,6.91,6.91,6.91,2.01,0
1997-02-13,6.95,6.95,6.95,6.95,2.02,0
1997-02-14,6.99,6.99,6.99,6.99,2.03,0
1997-02-18,6.99,6.99,6.99,6.99,2.03,0
1997-02-19,6.98,6.98,6.98,6.98,2.03,0
1997-02-20,6.96,6.96,6.96,6.96,2.02,0
1997-02-21,6.96,6.96,6.96,6.96,2.02,0
1997-02-24,6.95,6.95,6.95,6.95,2.02,0
1997-02-25,6.96,6.96,6.96,6.96,2.02,0
1997-02-26,6.90,6.90,6.90,6.90,2.01,0
1997-02-27,6.89,6.89,6.89,6.89,2.00,0
1997-02-28,6.85,6.85,6.85,6.85,2.00,0
1997-03-03,6.85,6.85,6.85,6.85,2.00,0
1997-03-04,6.84,6.84,6.84,6.84,2.00,0
1997-03-05,6.84,6.84,6.84,6.84,2.00,0
1997-03-06,6.82,6.82,6.82,6.82,1.99,0
1997-03-07,6.86,6.86,6.86,6.86,2.01,0
1997-03-10,6.85,6.85,6.85,6.85,2.00,0
1997-03-11,6.85,6.85,6.85,6.85,2.00,0
1997-03-12,6.84,6.84,6.84,6.84,2.00,0
1997-03-13,6.80,6.80,6.80,6.80,1.99,0
1997-03-14,6.80,6.80,6.80,6.80,1.99,0
1997-03-17,6.80,6.80,6.80,6.80,1.99,0
1997-03-18,6.80,6.80,6.80,6.80,1.99,0
1997-03-19,6.79,6.79,6.79,6.79,1.99,0
1997-03-20,6.80,6.80,6.80,6.80,1.99,0
1997-03-21,6.80,6.80,6.80,6.80,1.99,0
1997-03-24,6.81,6.81,6.81,6.81,1.99,0
1997-03-25,6.81,6.81,6.81,6.81,1.99,0
1997-03-26,6.79,6.79,6.79,6.79,1.99,0
1997-03-27,6.76,6.76,6.76,6.76,1.98,0
1997-03-31,6.71,6.71,6.71,6.71,1.97,0
1997-04-01,6.71,6.71,6.71,6.71,1.97,0
1997-04-02,6.71,6.71,6.71,6.71,1.97,0
1997-04-03,6.72,6.72,6.72,6.72,1.98,0
1997-04-04,6.70,6.70,6.70,6.70,1.97,0
1997-04-07,6.71,6.71,6.71,6.71,1.97,0
1997-04-08,6.71,6.71,6.71,6.71,1.97,0
1997-04-09,6.71,6.71,6.71,6.71,1.97,0
1997-04-10,6.71,6.71,6.71,6.71,1.97,0
1997-04-11,6.69,6.69,6.69,6.69,1.97,0
1997-04-14,6.69,6.69,6.69,6.69,1.97,0
1997-04-15,6.73,6.73,6.73,6.73,1.98,0
1997-04-16,6.73,6.73,6.73,6.73,1.98,0
1997-04-17,6.73,6.73,6.73,6.73,1.98,0
1997-04-18,6.75,6.75,6.75,6.75,1.99,0
1997-04-21,6.74,6.74,6.74,6.74,1.98,0
1997-04-22,6.75,6.75,6.75,6.75,1.99,0
1997-04-23,6.74,6.74,6.74,6.74,1.98,0
1997-04-24,6.73,6.73,6.73,6.73,1.98,0
1997-04-25,6.72,6.72,6.72,6.72,1.98,0
1997-04-28,6.73,6.73,6.73,6.73,1.98,0
1997-04-29,6.79,6.79,6.79,6.79,2.00,0
1997-04-30,6.78,6.78,6.78,6.78,2.01,0
1997-05-01,6.78,6.78,6.78,6.78,2.01,0
1997-05-02,6.79,6.79,6.79,6.79,2.01,0
1997-05-05,6.79,6.79,6.79,6.79,2.01,0
1997-05-06,6.80,6.80,6.80,6.80,2.01,0
1997-05-07,6.77,6.77,6.77,6.77,2.00,0
1997-05-08,6.79,6.79,6.79,6.79,2.01,0
1997-05-09,6.80,6.80,6.80,6.80,2.01,0
1997-05-12,6.81,6.81,6.81,6.81,2.02,0
1997-05-13,6.79,6.79,6.79,6.79,2.01,0
1997-05-14,6.80,6.80,6.80,6.80,2.01,0
1997-05-15,6.80,6.80,6.80,6.80,2.01,0
1997-05-16,6.79,6.79,6.79,6.79,2.01,0
1997-05-19,6.79,6.79,6.79,6.79,2.01,0
1997-05-20,6.80,6.80,6.80,6.80,2.01,0
1997-05-21,6.79,6.79,6.79,6.79,2.01,0
1997-05-22,6.78,6.78,6.78,6.78,2.01,0
1997-05-23,6.79,6.79,6.79,6.79,2.01,0
1997-05-27,6.77,6.77,6.77,6.77,2.00,0
1997-05-28,6.77,6.77,6.77,6.77,2.00,0
1997-05-29,6.79,6.79,6.79,6.79,2.01,0
1997-05-30,6.83,6.83,6.83,6.83,2.03,0
1997-06-02,6.82,6.82,6.82,6.82,2.03,0
1997-06-03,6.85,6.85,6.85,6.85,2.04,0
1997-06-04,6.84,6.84,6.84,6.84,2.04,0
1997-06-05,6.84,6.84,6.84,6.84,2.04,0
1997-06-06,6.89,6.89,6.89,6.89,2.05,0
1997-06-09,6.88,6.88,6.88,6.88,2.05,0
1997-06-10,6.87,6.87,6.87,6.87,2.05,0
1997-06-11,6.87,6.87,6.87,6.87,2.05,0
1997-06-12,6.91,6.91,6.91,6.91,2.06,0
1997-06-13,6.92,6.92,6.92,6.92,2.06,0
1997-06-16,6.93,6.93,6.93,6.93,2.06,0
1997-06-17,6.93,6.93,6.93,6.93,2.06,0
1997-06-18,6.96,6.96,6.96,6.96,2.07,0
1997-06-19,6.93,6.93,6.93,6.93,2.06,0
1997-06-20,6.95,6.95,6.95,6.95,2.07,0
1997-06-23,6.94,6.94,6.94,6.94,2.07,0
1997-06-24,6.93,6.93,6.93,6.93,2.06,0
1997-06-25,6.91,6.91,6.91,6.91,2.06,0
1997-06-26,6.89,6.89,6.89,6.89,2.05,0
1997-06-27,6.90,6.90,6.90,6.90,2.05,0
1997-06-30,6.88,6.88,6.88,6.88,2.06,0
1997-07-01,6.91,6.91,6.91,6.91,2.07,0
1997-07-02,6.92,6.92,6.92,6.92,2.07,0
1997-07-03,6.96,6.96,6.96,6.96,2.08,0
1997-07-07,6.99,6.99,6.99,6.99,2.09,0
1997-07-08,6.98,6.98,6.98,6.98,2.09,0
1997-07-09,6.99,6.99,6.99,6.99,2.09,0
1997-07-10,6.99,6.99,6.99,6.99,2.09,0
1997-07-11,7.00,7.00,7.00,7.00,2.10,0
1997-07-14,6.99,6.99,6.99,6.99,2.09,0
1997-07-15,6.99,6.99,6.99,6.99,2.09,0
1997-07-16,7.02,7.02,7.02,7.02,2.10,0
1997-07-17,7.03,7.03,7.03,7.03,2.11,0
1997-07-18,7.00,7.00,7.00,7.00,2.10,0
1997-07-21,6.99,6.99,6.99,6.99,2.09,0
1997-07-22,7.03,7.03,7.03,7.03,2.11,0
1997-07-23,7.05,7.05,7.05,7.05,2.11,0
1997-07-24,7.04,7.04,7.04,7.04,2.11,0
1997-07-25,7.04,7.04,7.04,7.04,2.11,0
1997-07-28,7.05,7.05,7.05,7.05,2.11,0
1997-07-29,7.07,7.07,7.07,7.07,2.12,0
1997-07-30,7.10,7.10,7.10,7.10,2.13,0
1997-07-31,7.12,7.12,7.12,7.12,2.15,0
1997-08-01,7.05,7.05,7.05,7.05,2.12,0
1997-08-04,7.03,7.03,7.03,7.03,2.12,0
1997-08-05,7.03,7.03,7.03,7.03,2.12,0
1997-08-06,7.04,7.04,7.04,7.04,2.12,0
1997-08-07,7.04,7.04,7.04,7.04,2.12,0
1997-08-08,6.96,6.96,6.96,6.96,2.10,0
1997-08-11,6.96,6.96,6.96,6.96,2.10,0
1997-08-12,6.97,6.97,6.97,6.97,2.10,0
1997-08-13,6.96,6.96,6.96,6.96,2.10,0
1997-08-14,6.99,6.99,6.99,6.99,2.11,0
1997-08-15,7.00,7.00,7.00,7.00,2.11,0
1997-08-18,7.02,7.02,7.02,7.02,2.12,0
1997-08-19,7.02,7.02,7.02,7.02,2.12,0
1997-08-20,7.01,7.01,7.01,7.01,2.11,0
1997-08-21,6.98,6.98,6.98,6.98,2.10,0
1997-08-22,6.95,6.95,6.95,6.95,2.09,0
1997-08-25,6.94,6.94,6.94,6.94,2.09,0
1997-08-26,6.95,6.95,6.95,6.95,2.09,0
1997-08-27,6.95,6.95,6.95,6.95,2.09,0
1997-08-28,6.98,6.98,6.98,6.98,2.10,0
1997-08-29,6.97,6.97,6.97,6.97,2.11,0
1997-09-02,6.97,6.97,6.97,6.97,2.11,0
1997-09-03,6.97,6.97,6.97,6.97,2.11,0
1997-09-04,6.97,6.97,6.97,6.97,2.11,0
1997-09-05,6.95,6.95,6.95,6.95,2.11,0
1997-09-08,6.96,6.96,6.96,6.96,2.11,0
1997-09-09,6.95,6.95,6.95,6.95,2.11,0
1997-09-10,6.94,6.94,6.94,6.94,2.10,0
1997-09-11,6.93,6.93,6.93,6.93,2.10,0
1997-09-12,6.97,6.97,6.97,6.97,2.11,0
1997-09-15,6.97,6.97,6.97,6.97,2.11,0
1997-09-16,7.05,7.05,7.05,7.05,2.14,0
1997-09-17,7.05,7.05,7.05,7.05,2.14,0
1997-09-18,7.06,7.06,7.06,7.06,2.14,0
1997-09-19,7.06,7.06,7.06,7.06,2.14,0
1997-09-22,7.07,7.07,7.07,7.07,2.14,0
1997-09-23,7.06,7.06,7.06,7.06,2.14,0
1997-09-24,7.08,7.08,7.08,7.08,2.15,0
1997-09-25,7.05,7.05,7.05,7.05,2.14,0
1997-09-26,7.06,7.06,7.06,7.06,2.14,0
1997-09-29,7.05,7.05,7.05,7.05,2.14,0
1997-09-30,7.05,7.05,7.05,7.05,2.15,0
1997-10-01,7.09,7.09,7.09,7.09,2.16,0
1997-10-02,7.09,7.09,7.09,7.09,2.16,0
1997-10-03,7.08,7.08,7.08,7.08,2.16,0
1997-10-06,7.11,7.11,7.11,7.11,2.17,0
1997-10-07,7.12,7.12,7.12,7.12,2.17,0
1997-10-08,7.07,7.07,7.07,7.07,2.16,0
1997-10-09,7.05,7.05,7.05,7.05,2.15,0
1997-10-10,7.03,7.03,7.03,7.03,2.14,0
1997-10-13,7.03,7.03,7.03,7.03,2.14,0
1997-10-14,7.06,7.06,7.06,7.06,2.15,0
1997-10-15,7.05,7.05,7.05,7.05,2.15,0
1997-10-16,7.06,7.06,7.06,7.06,2.15,0
1997-10-17,7.02,7.02,7.02,7.02,2.14,0
1997-10-20,7.02,7.02,7.02,7.02,2.14,0
1997-10-21,7.03,7.03,7.03,7.03,2.14,0
1997-10-22,7.03,7.03,7.03,7.03,2.14,0
1997-10-23,7.06,7.06,7.06,7.06,2.15,0
1997-10-24,7.07,7.07,7.07,7.07,2.16,0
1997-10-27,7.07,7.07,7.07,7.07,2.16,0
1997-10-28,7.03,7.03,7.03,7.03,2.14,0
1997-10-29,7.05,7.05,7.05,7.05,2.15,0
1997-10-30,7.08,7.08,7.08,7.08,2.16,0
1997-10-31,7.09,7.09,7.09,7.09,2.17,0
1997-11-03,7.07,7.07,7.07,7.07,2.17,0
1997-11-04,7.06,7.06,7.06,7.06,2.16,0
1997-11-05,7.05,7.05,7.05,7.05,2.16,0
1997-11-06,7.06,7.06,7.06,7.06,2.16,0
1997-11-07,7.06,7.06,7.06,7.06,2.16,0
1997-11-10,7.04,7.04,7.04,7.04,2.16,0
1997-11-11,7.04,7.04,7.04,7.04,2.16,0
1997-11-12,7.05,7.05,7.05,7.05,2.16,0
1997-11-13,7.07,7.07,7.07,7.07,2.17,0
1997-11-14,7.07,7.07,7.07,7.07,2.17,0
1997-11-17,7.07,7.07,7.07,7.07,2.17,0
1997-11-18,7.08,7.08,7.08,7.08,2.17,0
1997-11-19,7.10,7.10,7.10,7.10,2.18,0
1997-11-20,7.10,7.10,7.10,7.10,2.18,0
1997-11-21,7.11,7.11,7.11,7.11,2.18,0
1997-11-24,7.09,7.09,7.09,7.09,2.17,0
1997-11-25,7.09,7.09,7.09,7.09,2.17,0
1997-11-26,7.09,7.09,7.09,7.09,2.17,0
1997-11-28,7.09,7.09,7.09,7.09,2.19,0
1997-12-01,7.10,7.10,7.10,7.10,2.19,0
1997-12-02,7.10,7.10,7.10,7.10,2.19,0
1997-12-03,7.10,7.10,7.10,7.10,2.19,0
1997-12-04,7.10,7.10,7.10,7.10,2.19,0
1997-12-05,7.08,7.08,7.08,7.08,2.18,0
1997-12-08,7.05,7.05,7.05,7.05,2.17,0
1997-12-09,7.05,7.05,7.05,7.05,2.17,0
1997-12-10,7.06,7.06,7.06,7.06,2.18,0
1997-12-11,7.09,7.09,7.09,7.09,2.19,0
1997-12-12,7.12,7.12,7.12,7.12,2.20,0
1997-12-15,7.12,7.12,7.12,7.12,2.20,0
1997-12-16,7.11,7.11,7.11,7.11,2.19,0
1997-12-17,7.09,7.09,7.09,7.09,2.19,0
1997-12-18,7.12,7.12,7.12,7.12,2.20,0
1997-12-19,7.13,7.13,7.13,7.13,2.20,0
1997-12-22,7.14,7.14,7.14,7.14,2.20,0
1997-12-23,7.14,7.14,7.14,7.14,2.20,0
1997-12-24,7.12,7.12,7.12,7.12,2.20,0
1997-12-26,7.12,7.12,7.12,7.12,2.20,0
1997-12-29,7.12,7.12,7.12,7.12,2.20,0
1997-12-30,7.09,7.09,7.09,7.09,2.19,0
1997-12-31,7.10,7.10,7.10,7.10,2.20,0
1998-01-02,7.14,7.14,7.14,7.14,2.21,0
1998-01-05,7.20,7.20,7.20,7.20,2.23,0
1998-01-06,7.21,7.21,7.21,7.21,2.24,0
1998-01-07,7.18,7.18,7.18,7.18,2.23,0
1998-01-08,7.21,7.21,7.21,7.21,2.24,0
1998-01-09,7.23,7.23,7.23,7.23,2.24,0
1998-01-12,7.22,7.22,7.22,7.22,2.24,0
1998-01-13,7.21,7.21,7.21,7.21,2.24,0
1998-01-14,7.20,7.20,7.20,7.20,2.23,0
1998-01-15,7.20,7.20,7.20,7.20,2.23,0
1998-01-16,7.17,7.17,7.17,7.17,2.22,0
1998-01-20,7.16,7.16,7.16,7.16,2.22,0
1998-01-21,7.15,7.15,7.15,7.15,2.22,0
1998-01-22,7.14,7.14,7.14,7.14,2.21,0
1998-01-23,7.09,7.09,7.09,7.09,2.20,0
1998-01-26,7.11,7.11,7.11,7.11,2.21,0
1998-01-27,7.09,7.09,7.09,7.09,2.20,0
1998-01-28,7.09,7.09,7.09,7.09,2.20,0
1998-01-29,7.14,7.14,7.14,7.14,2.21,0
1998-01-30,7.16,7.16,7.16,7.16,2.23,0
1998-02-02,7.14,7.14,7.14,7.14,2.23,0
1998-02-03,7.15,7.15,7.15,7.15,2.23,0
1998-02-04,7.15,7.15,7.15,7.15,2.23,0
1998-02-05,7.13,7.13,7.13,7.13,2.22,0
1998-02-06,7.12,7.12,7.12,7.12,2.22,0
1998-02-09,7.11,7.11,7.11,7.11,2.22,0
1998-02-10,7.12,7.12,7.12,7.12,2.22,0
1998-02-11,7.15,7.15,7.15,7.15,2.23,0
1998-02-12,7.16,7.16,7.16,7.16,2.23,0
1998-02-13,7.15,7.15,7.15,7.15,2.23,0
1998-02-17,7.19,7.19,7.19,7.19,2.24,0
1998-02-18,7.18,7.18,7.18,7.18,2.24,0
1998-02-19,7.17,7.17,7.17,7.17,2.24,0
1998-02-20,7.15,7.15,7.15,7.15,2.23,0
1998-02-23,7.14,7.14,7.14,7.14,2.23,0
1998-02-24,7.09,7.09,7.09,7.09,2.21,0
1998-02-25,7.12,7.12,7.12,7.12,2.22,0
1998-02-26,7.11,7.11,7.11,7.11,2.22,0
1998-02-27,7.11,7.11,7.11,7.11,2.23,0
1998-03-02,7.08,7.08,7.08,7.08,2.22,0
1998-03-03,7.05,7.05,7.05,7.05,2.21,0
1998-03-04,7.06,7.06,7.06,7.06,2.22,0
1998-03-05,7.04,7.04,7.04,7.04,2.21,0
1998-03-06,7.07,7.07,7.07,7.07,2.22,0
1998-03-09,7.09,7.09,7.09,7.09,2.22,0
1998-03-10,7.09,7.09,7.09,7.09,2.22,0
1998-03-11,7.11,7.11,7.11,7.11,2.23,0
1998-03-12,7.14,7.14,7.14,7.14,2.24,0
1998-03-13,7.14,7.14,7.14,7.14,2.24,0
1998-03-16,7.15,7.15,7.15,7.15,2.24,0
1998-03-17,7.13,7.13,7.13,7.13,2.24,0
1998-03-18,7.13,7.13,7.13,7.13,2.24,0
1998-03-19,7.13,7.13,7.13,7.13,2.24,0
1998-03-20,7.13,7.13,7.13,7.13,2.24,0
1998-03-23,7.15,7.15,7.15,7.15,2.24,0
1998-03-24,7.15,7.15,7.15,7.15,2.24,0
1998-03-25,7.11,7.11,7.11,7.11,2.23,0
1998-03-26,7.11,7.11,7.11,7.11,2.23,0
1998-03-27,7.10,7.10,7.10,7.10,2.23,0
1998-03-30,7.08,7.08,7.08,7.08,2.22,0
1998-03-31,7.11,7.11,7.11,7.11,2.24,0
1998-04-01,7.12,7.12,7.12,7.12,2.25,0
1998-04-02,7.14,7.14,7.14,7.14,2.25,0
1998-04-03,7.19,7.19,7.19,7.19,2.27,0
1998-04-06,7.16,7.16,7.16,7.16,2.26,0
1998-04-07,7.16,7.16,7.16,7.16,2.26,0
1998-04-08,7.14,7.14,7.14,7.14,2.25,0
1998-04-09,7.13,7.13,7.13,7.13,2.25,0
1998-04-13,7.09,7.09,7.09,7.09,2.24,0
1998-04-14,7.12,7.12,7.12,7.12,2.25,0
1998-04-15,7.12,7.12,7.12,7.12,2.25,0
1998-04-16,7.14,7.14,7.14,7.14,2.25,0
1998-04-17,7.13,7.13,7.13,7.13,2.25,0
1998-04-20,7.11,7.11,7.11,7.11,2.24,0
1998-04-21,7.10,7.10,7.10,7.10,2.24,0
1998-04-22,7.10,7.10,7.10,7.10,2.24,0
1998-04-23,7.09,7.09,7.09,7.09,2.24,0
1998-04-24,7.10,7.10,7.10,7.10,2.24,0
1998-04-27,7.04,7.04,7.04,7.04,2.22,0
1998-04-28,7.04,7.04,7.04,7.04,2.22,0
1998-04-29,7.03,7.03,7.03,7.03,2.22,0
1998-04-30,7.10,7.10,7.10,7.10,2.25,0
1998-05-01,7.10,7.10,7.10,7.10,2.25,0
1998-05-04,7.10,7.10,7.10,7.10,2.25,0
1998-05-05,7.09,7.09,7.09,7.09,2.25,0
1998-05-06,7.10,7.10,7.10,7.10,2.25,0
1998-05-07,7.10,7.10,7.10,7.10,2.25,0
1998-05-08,7.08,7.08,7.08,7.08,2.25,0
1998-05-11,7.05,7.05,7.05,7.05,2.24,0
1998-05-12,7.08,7.08,7.08,7.08,2.25,0
1998-05-13,7.09,7.09,7.09,7.09,2.25,0
1998-05-14,7.07,7.07,7.07,7.07,2.24,0
1998-05-15,7.07,7.07,7.07,7.07,2.24,0
